UseLife,UseSD,InitRm,Year,OccRm
 25,  0.0,   29, 1009,30
 25,  0.0,   29, 1010,31
 25,  0.0,   29, 1011,31
 25,  0.0,   29, 1012,31
 25,  0.0,   29, 1013,31
 25,  0.0,   29, 1014,31
 25,  0.0,   29, 1015,32
 25,  0.0,   29, 1016,32
 25,  0.0,   29, 1017,32
 25,  0.0,   29, 1018,32
 25,  0.0,   29, 1019,32
 25,  0.0,   29, 1020,32
 25,  0.0,   29, 1021,33
 25,  0.0,   29, 1022,33
 25,  0.0,   29, 1023,33
 25,  0.0,   29, 1024,33
 25,  0.0,   29, 1025,33
 25,  0.0,   29, 1026,34
 25,  0.0,   29, 1027,34
 25,  0.0,   29, 1028,34
 25,  0.0,   29, 1029,34
 25,  0.0,   29, 1030,34
 25,  0.0,   29, 1031,34
 25,  0.0,   29, 1032,35
 25,  0.0,   29, 1033,35
 25,  0.0,   29, 1034,35
 25,  0.0,   29, 1035,35
 25,  0.0,   29, 1036,35
 25,  0.0,   29, 1037,36
 25,  0.0,   29, 1038,36
 25,  0.0,   29, 1039,36
 25,  0.0,   29, 1040,36
 25,  0.0,   29, 1041,36
 25,  0.0,   29, 1042,37
 25,  0.0,   29, 1043,37
 25,  0.0,   29, 1044,37
 25,  0.0,   29, 1045,37
 25,  0.0,   29, 1046,37
 25,  0.0,   29, 1047,38
 25,  0.0,   29, 1048,38
 25,  0.0,   29, 1049,38
 25,  0.0,   29, 1050,38
 25,  0.0,   29, 1051,39
 25,  0.0,   29, 1052,39
 25,  0.0,   29, 1053,39
 25,  0.0,   29, 1054,39
 25,  0.0,   29, 1055,40
 25,  0.0,   29, 1056,40
 25,  0.0,   29, 1057,40
 25,  0.0,   29, 1058,41
 25,  0.0,   29, 1059,41
 25,  0.0,   29, 1060,41
 25,  0.0,   29, 1061,42
 25,  0.0,   29, 1062,42
 25,  0.0,   29, 1063,42
 25,  0.0,   29, 1064,42
 25,  0.0,   29, 1065,43
 25,  0.0,   29, 1066,43
 25,  0.0,   29, 1067,43
 25,  0.0,   29, 1068,44
 25,  0.0,   29, 1069,44
 25,  0.0,   29, 1070,44
 25,  0.0,   29, 1071,45
 25,  0.0,   29, 1072,45
 25,  0.0,   29, 1073,45
 25,  0.0,   29, 1074,46
 25,  0.0,   29, 1075,46
 25,  0.0,   29, 1076,46
 25,  0.0,   29, 1077,47
 25,  0.0,   29, 1078,47
 25,  0.0,   29, 1079,47
 25,  0.0,   29, 1080,48
 25,  0.0,   29, 1081,48
 25,  0.0,   29, 1082,49
 25,  0.0,   29, 1083,49
 25,  0.0,   29, 1084,49
 25,  0.0,   29, 1085,50
 25,  0.0,   29, 1086,50
 25,  0.0,   29, 1087,50
 25,  0.0,   29, 1088,51
 25,  0.0,   29, 1089,51
 25,  0.0,   29, 1090,52
 25,  0.0,   29, 1091,52
 25,  0.0,   29, 1092,52
 25,  0.0,   29, 1093,53
 25,  0.0,   29, 1094,53
 25,  0.0,   29, 1095,53
 25,  0.0,   29, 1096,54
 25,  0.0,   29, 1097,54
 25,  0.0,   29, 1098,55
 25,  0.0,   29, 1099,55
 25,  0.0,   29, 1100,55
 25,  0.0,   29, 1101,56
 25,  0.0,   29, 1102,56
 25,  0.0,   29, 1103,57
 25,  0.0,   29, 1104,57
 25,  0.0,   29, 1105,58
 25,  0.0,   29, 1106,58
 25,  0.0,   29, 1107,58
 25,  0.0,   29, 1108,59
 25,  0.0,   29, 1109,59
 25,  0.0,   29, 1110,60
 25,  0.0,   29, 1111,60
 25,  0.0,   29, 1112,61
 25,  0.0,   29, 1113,61
 25,  0.0,   29, 1114,62
 25,  0.0,   29, 1115,62
 25,  0.0,   29, 1116,62
 25,  0.0,   29, 1117,63
 25,  0.0,   29, 1118,63
 25,  0.0,   29, 1119,64
 25,  0.0,   29, 1120,64
 25,  0.0,   29, 1121,65
 25,  0.0,   29, 1122,65
 25,  0.0,   29, 1123,66
 25,  0.0,   29, 1124,66
 25,  0.0,   29, 1125,67
 25,  0.0,   29, 1126,65
 25,  0.0,   29, 1127,64
 25,  0.0,   29, 1128,62
 25,  0.0,   29, 1129,61
 25,  0.0,   29, 1130,59
 25,  0.0,   29, 1131,58
 25,  0.0,   29, 1132,57
 25,  0.0,   29, 1133,55
 25,  0.0,   29, 1134,54
 25,  0.0,   29, 1135,53
 25,  0.0,   29, 1136,52
 25,  0.0,   29, 1137,51
 25,  0.0,   29, 1138,49
 25,  0.0,   29, 1139,48
 25,  0.0,   29, 1140,47
 25,  0.0,   29, 1141,46
 25,  0.0,   29, 1142,45
 25,  0.0,   29, 1143,44
 25,  0.0,   29, 1144,43
 25,  0.0,   29, 1145,42
 25,  0.0,   29, 1146,41
 25,  0.0,   29, 1147,40
 25,  0.0,   29, 1148,39
 25,  0.0,   29, 1149,38
 25,  0.0,   29, 1150,37
 25,  0.0,   29, 1151,37
 25,  0.0,   29, 1152,36
 25,  0.0,   29, 1153,35
 25,  0.0,   29, 1154,34
 25,  0.0,   29, 1155,33
 25,  0.0,   29, 1156,33
 25,  0.0,   29, 1157,32
 25,  0.0,   29, 1158,31
 25,  0.0,   29, 1159,30
 25,  0.0,   29, 1160,30
 25,  0.0,   29, 1161,29
 25,  0.0,   29, 1162,28
 25,  0.0,   29, 1163,28
 25,  0.0,   29, 1164,27
 25,  0.0,   29, 1165,26
 25,  0.0,   29, 1166,26
 25,  0.0,   29, 1167,25
 25,  0.0,   29, 1168,25
 25,  0.0,   29, 1169,24
 25,  0.0,   29, 1170,23
 25,  0.0,   29, 1171,23
 25,  0.0,   29, 1172,22
 25,  0.0,   29, 1173,22
 25,  0.0,   29, 1174,21
 25,  0.0,   29, 1175,21
 25,  0.0,   29, 1176,22
 25,  0.0,   29, 1177,24
 25,  0.0,   29, 1178,25
 25,  0.0,   29, 1179,26
 25,  0.0,   29, 1180,28
 25,  0.0,   29, 1181,30
 25,  0.0,   29, 1182,32
 25,  0.0,   29, 1183,34
 25,  0.0,   29, 1184,36
 25,  0.0,   29, 1185,38
 25,  0.0,   29, 1186,40
 25,  0.0,   29, 1187,43
 25,  0.0,   29, 1188,45
 25,  0.0,   29, 1189,48
 25,  0.0,   29, 1190,51
 25,  0.0,   29, 1191,54
 25,  0.0,   29, 1192,57
 25,  0.0,   29, 1193,61
 25,  0.0,   29, 1194,64
 25,  0.0,   29, 1195,68
 25,  0.0,   29, 1196,73
 25,  0.0,   29, 1197,77
 25,  0.0,   29, 1198,82
 25,  0.0,   29, 1199,87
 25,  0.0,   29, 1200,92
 25,  0.0,   29, 1201,98
 25,  0.0,   29, 1202,104
 25,  0.0,   29, 1203,110
 25,  0.0,   29, 1204,117
 25,  0.0,   29, 1205,124
 25,  0.0,   29, 1206,131
 25,  0.0,   29, 1207,139
 25,  0.0,   29, 1208,148
 25,  0.0,   29, 1209,157
 25,  0.0,   29, 1210,166
 25,  0.0,   29, 1211,177
 25,  0.0,   29, 1212,187
 25,  0.0,   29, 1213,199
 25,  0.0,   29, 1214,211
 25,  0.0,   29, 1215,224
 25,  0.0,   29, 1216,238
 25,  0.0,   29, 1217,252
 25,  0.0,   29, 1218,267
 25,  0.0,   29, 1219,284
 25,  0.0,   29, 1220,301
 25,  0.0,   29, 1221,319
 25,  0.0,   29, 1222,339
 25,  0.0,   29, 1223,360
 25,  0.0,   29, 1224,382
 25,  0.0,   29, 1225,405
 25,  0.0,   29, 1226,394
 25,  0.0,   29, 1227,383
 25,  0.0,   29, 1228,373
 25,  0.0,   29, 1229,363
 25,  0.0,   29, 1230,353
 25,  0.0,   29, 1231,344
 25,  0.0,   29, 1232,334
 25,  0.0,   29, 1233,325
 25,  0.0,   29, 1234,316
 25,  0.0,   29, 1235,308
 25,  0.0,   29, 1236,300
 25,  0.0,   29, 1237,291
 25,  0.0,   29, 1238,284
 25,  0.0,   29, 1239,276
 25,  0.0,   29, 1240,268
 25,  0.0,   29, 1241,261
 25,  0.0,   29, 1242,254
 25,  0.0,   29, 1243,247
 25,  0.0,   29, 1244,241
 25,  0.0,   29, 1245,234
 25,  0.0,   29, 1246,228
 25,  0.0,   29, 1247,222
 25,  0.0,   29, 1248,216
 25,  0.0,   29, 1249,210
 25,  0.0,   29, 1250,204
 25,  0.0,   29, 1251,199
 25,  0.0,   29, 1252,193
 25,  0.0,   29, 1253,188
 25,  0.0,   29, 1254,183
 25,  0.0,   29, 1255,178
 25,  0.0,   29, 1256,173
 25,  0.0,   29, 1257,168
 25,  0.0,   29, 1258,164
 25,  0.0,   29, 1259,159
 25,  0.0,   29, 1260,155
 25,  0.0,   29, 1261,151
 25,  0.0,   29, 1262,147
 25,  0.0,   29, 1263,143
 25,  0.0,   29, 1264,139
